dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,7.222129,2.439088,11.579696,0.728262,-1.345398,-2.877160,0.075563
0.020000,7.236097,2.440107,11.593701,0.700229,-1.401668,-2.813498,0.069930
0.020000,7.249489,2.441007,11.607123,0.671110,-1.455964,-2.714806,0.064241
0.020000,7.262283,2.441793,11.619942,0.640935,-1.508750,-2.639297,0.058547
0.020000,7.274459,2.442473,11.632137,0.609741,-1.559712,-2.548108,0.052899
0.020000,7.285996,2.443052,11.643688,0.577570,-1.608538,-2.441281,0.047343
0.020000,7.296874,2.443538,11.654577,0.544459,-1.655563,-2.351257,0.041926
0.020000,7.307075,2.443939,11.664786,0.510454,-1.700212,-2.232458,0.036690
0.020000,7.316582,2.444264,11.674299,0.475607,-1.742346,-2.106683,0.031677
0.020000,7.325377,2.444522,11.683098,0.439966,-1.782091,-1.987290,0.026925
0.020000,7.333447,2.444721,11.691169,0.403581,-1.819229,-1.856874,0.022471
0.020000,7.340775,2.444871,11.698500,0.366512,-1.853473,-1.712191,0.018348
0.020000,7.347351,2.444979,11.705076,0.328819,-1.884614,-1.557076,0.014586
0.020000,7.353162,2.445054,11.710887,0.290564,-1.912753,-1.406958,0.011213
0.020000,7.358197,2.445103,11.715923,0.251804,-1.938006,-1.262643,0.008253
0.020000,7.362450,2.445133,11.720176,0.212610,-1.959695,-1.084447,0.005727
0.020000,7.365910,2.445149,11.723637,0.173049,-1.978080,-0.919237,0.003653
0.020000,7.368574,2.445157,11.726300,0.133183,-1.993262,-0.759104,0.002046
0.020000,7.370436,2.445160,11.728162,0.093090,-2.004678,-0.570826,0.000918
0.020000,7.371493,2.445160,11.729219,0.052833,-2.012853,-0.408734,0.000275
0.020000,7.371882,2.445160,11.729608,0.019455,-1.668904,17.197442,0.000038
0.020000,7.371944,2.445160,11.729670,0.003121,-0.816694,42.610500,0.000000
0.020000,7.371944,2.445160,11.729670,0.000000,-0.156041,33.032687,0.000000
